a.event_date,c.area,c.regional,c.cluster,c.kabupaten,id pelanggan,a.package_keyword,b.grouping,b.day,b.quota_bns_mb,rev,trx,subs
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1964180938681,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1964181623230,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1964188691245,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144468609308264,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144490332003793,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144495116462781,58779,SAUDI ARABIA (HAJI),45,20000,947000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871181616856,58776,SAUDI ARABIA (HAJI),45,20000,792200,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890324468073,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894013171756,58776,SAUDI ARABIA (HAJI),45,20000,792200,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144560865004232,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868627594897,58774,SAUDI ARABIA (HAJI),20,10000,450200,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868627595955,58776,SAUDI ARABIA (HAJI),45,20000,792200,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868619339507,58778,SAUDI ARABIA (HAJI),30,15000,790830,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871875755085,58775,SAUDI ARABIA (HAJI),30,15000,654480,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892702199954,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892827061365,58779,SAUDI ARABIA (HAJI),45,20000,954450,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893366000171,58779,SAUDI ARABIA (HAJI),45,20000,954450,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869491308814,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890342381163,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890469952595,58779,SAUDI ARABIA (HAJI),45,20000,954450,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894570887141,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868585510187,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868604408988,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870820171051,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889266934053,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890310380527,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890374612995,58776,SAUDI ARABIA (HAJI),45,20000,807840,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892319345726,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892700831385,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892711681313,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1895160890455,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960456525773,58776,SAUDI ARABIA (HAJI),45,20000,799920,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1964146746582,58776,SAUDI ARABIA (HAJI),45,20000,807840,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867870449617,58779,SAUDI ARABIA (HAJI),45,20000,945000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870843215648,58778,SAUDI ARABIA (HAJI),30,15000,783100,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870856113749,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892678896055,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893369475724,24248,ROAMax THAILAND,7,30000,127600,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893411138200,24248,ROAMax THAILAND,7,30000,127799,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962660294854,58778,SAUDI ARABIA (HAJI),30,15000,783100,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144491821422705,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891687399267,57486,ROAMax THAILAND,3,10000,90250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892685555038,57486,ROAMax THAILAND,3,10000,90250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144468656581889,57486,ROAMax THAILAND,3,10000,90250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144468656581889,58776,SAUDI ARABIA (HAJI),45,20000,792100,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144470355961798,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144492713748438,58776,SAUDI ARABIA (HAJI),45,20000,792100,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144493667729765,57486,ROAMax THAILAND,3,10000,90250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144494010798777,58776,SAUDI ARABIA (HAJI),45,20000,792100,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144494014336614,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144495122720391,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144560572783022,57486,ROAMax THAILAND,3,10000,91300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144560572783022,58779,SAUDI ARABIA (HAJI),45,20000,945100,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144560887472380,58776,SAUDI ARABIA (HAJI),45,20000,792100,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144561882431726,57486,ROAMax THAILAND,3,10000,90250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144561882431726,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868489198699,58088,ROAMax ASIA TENGGARA,7,10000,128500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868547568283,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868550097685,6320,ROAMax ASIA AUSTRALIA,30,10000,341000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868597374530,58776,SAUDI ARABIA (HAJI),45,20000,794000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868620482538,60053,ROAMax EROPA,15,10000,340000,1,1
